,DIA,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,INTERPROVINCIAL
476981,19/10/2018,es,Dos Hermanas,Algeciras,5.0,2,2,1,2,0,Andalucía,Andalucía,No
513248,19/10/2018,es,Dos Hermanas,El Puerto de Santa María,10.0,1,4,1,4,1,Andalucía,Andalucía,No
566157,19/10/2018,es,Dos Hermanas,Málaga,7.0,2,3,2,3,1,Andalucía,Andalucía,No
675271,19/10/2018,es,Dos Hermanas,Córdoba,5.0,2,2,1,2,0,Andalucía,Andalucía,No
784520,19/10/2018,es,Dos Hermanas,Almería,1.0,1,1,1,1,0,Andalucía,Andalucía,No
938244,19/10/2018,es,Dos Hermanas,Estepona,3.0,3,1,1,1,0,Andalucía,Andalucía,No
999102,19/10/2018,es,Dos Hermanas,Ubrique,3.0,1,1,1,1,0,Andalucía,Andalucía,No
523537,11/06/2019,es,Dos Hermanas,Marbella,2.0,1,1,1,1,0,Andalucía,Andalucía,No
294150,19/10/2019,es,Dos Hermanas,Granada,4.0,4,2,2,2,0,Andalucía,Andalucía,No
477069,19/10/2019,es,Dos Hermanas,Algeciras,3.0,3,2,1,2,0,Andalucía,Andalucía,No
294068,25/07/2018,es,Dos Hermanas,Granada,2.0,2,1,1,1,0,Andalucía,Andalucía,No
996106,25/07/2018,es,Dos Hermanas,Sanlúcar de Barrameda,2.0,1,1,1,1,0,Andalucía,Andalucía,No
947071,25/07/2019,es,Dos Hermanas,Barbate,7.0,6,4,3,4,1,Andalucía,Andalucía,No
477055,08/09/2019,es,Dos Hermanas,Algeciras,6.0,1,3,1,2,0,Andalucía,Andalucía,No
523552,08/09/2019,es,Dos Hermanas,Marbella,8.0,6,2,2,2,0,Andalucía,Andalucía,No
675307,08/09/2019,es,Dos Hermanas,Córdoba,5.0,1,2,1,2,0,Andalucía,Andalucía,No
675260,31/05/2018,es,Dos Hermanas,Córdoba,5.0,2,2,1,2,0,Andalucía,Andalucía,No
566174,02/01/2019,es,Dos Hermanas,Málaga,3.0,1,1,1,1,0,Andalucía,Andalucía,No
974891,20/06/2019,es,Dos Hermanas,Conil de la Frontera,3.0,1,1,1,1,0,Andalucía,Andalucía,No
294053,03/05/2018,es,Dos Hermanas,Granada,4.0,3,2,1,2,0,Andalucía,Andalucía,No
477018,03/05/2019,es,Dos Hermanas,Algeciras,7.0,1,4,1,4,0,Andalucía,Andalucía,No
553313,03/05/2019,es,Dos Hermanas,San Fernando,3.0,1,1,1,1,0,Andalucía,Andalucía,No
997466,03/05/2019,es,Dos Hermanas,Rota,3.0,2,1,1,1,0,Andalucía,Andalucía,No
829575,19/03/2018,es,Dos Hermanas,Cádiz,7.0,1,2,1,2,0,Andalucía,Andalucía,No
476942,26/12/2017,es,Dos Hermanas,Algeciras,2.0,1,2,1,2,0,Andalucía,Andalucía,No
839576,25/06/2018,es,Dos Hermanas,Albox,1.0,1,1,1,1,1,Andalucía,Andalucía,No
1000052,25/08/2018,es,Dos Hermanas,Chipiona,8.0,1,3,1,3,0,Andalucía,Andalucía,No
456933,24/08/2019,es,Dos Hermanas,Jerez de la Frontera,7.0,1,5,1,4,1,Andalucía,Andalucía,No
996111,24/08/2019,es,Dos Hermanas,Sanlúcar de Barrameda,5.0,1,2,1,2,1,Andalucía,Andalucía,No
476959,16/04/2018,es,Dos Hermanas,Algeciras,2.0,1,2,1,2,0,Andalucía,Andalucía,No
566128,16/04/2018,es,Dos Hermanas,Málaga,3.0,3,1,1,1,0,Andalucía,Andalucía,No
908785,16/04/2018,es,Dos Hermanas,Roquetas de Mar,2.0,1,1,1,1,0,Andalucía,Andalucía,No
921684,28/06/2018,es,Dos Hermanas,Tarifa,2.0,1,1,1,1,0,Andalucía,Andalucía,No
477012,16/04/2019,es,Dos Hermanas,Algeciras,5.0,2,3,1,3,0,Andalucía,Andalucía,No
1011762,16/04/2019,es,Dos Hermanas,Los Barrios,1.0,1,1,1,1,0,Andalucía,Andalucía,No
523539,28/06/2019,es,Dos Hermanas,Marbella,1.0,1,2,1,2,0,Andalucía,Andalucía,No
976509,28/06/2019,es,Dos Hermanas,La Línea de la Concepción,3.0,1,2,1,2,0,Andalucía,Andalucía,No
1000060,28/06/2019,es,Dos Hermanas,Chipiona,5.0,1,2,1,2,1,Andalucía,Andalucía,No
294062,26/06/2018,es,Dos Hermanas,Granada,1.0,1,1,1,1,0,Andalucía,Andalucía,No
854195,26/06/2018,es,Dos Hermanas,Écija,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
976508,26/06/2019,es,Dos Hermanas,La Línea de la Concepción,3.0,3,1,1,1,0,Andalucía,Andalucía,No
1011763,26/06/2019,es,Dos Hermanas,Los Barrios,1.0,1,1,1,1,0,Andalucía,Andalucía,No
476942,26/12/2017,es,Dos Hermanas,Algeciras,2.0,1,2,1,2,0,Andalucía,Andalucía,No
839576,25/06/2018,es,Dos Hermanas,Albox,1.0,1,1,1,1,1,Andalucía,Andalucía,No
1000052,25/08/2018,es,Dos Hermanas,Chipiona,8.0,1,3,1,3,0,Andalucía,Andalucía,No
456933,24/08/2019,es,Dos Hermanas,Jerez de la Frontera,7.0,1,5,1,4,1,Andalucía,Andalucía,No
996111,24/08/2019,es,Dos Hermanas,Sanlúcar de Barrameda,5.0,1,2,1,2,1,Andalucía,Andalucía,No
943884,14/08/2018,es,Dos Hermanas,Almonte,4.0,4,1,1,1,0,Andalucía,Andalucía,No
675299,13/05/2019,es,Dos Hermanas,Córdoba,7.0,1,3,1,3,0,Andalucía,Andalucía,No
523547,14/08/2019,es,Dos Hermanas,Marbella,1.0,1,1,1,1,0,Andalucía,Andalucía,No
690735,14/08/2019,es,Dos Hermanas,Chiclana de la Frontera,8.0,1,3,1,3,0,Andalucía,Andalucía,No
947072,14/08/2019,es,Dos Hermanas,Barbate,12.0,1,5,1,5,1,Andalucía,Andalucía,No
976513,14/08/2019,es,Dos Hermanas,La Línea de la Concepción,6.0,1,3,1,3,0,Andalucía,Andalucía,No
997470,14/08/2019,es,Dos Hermanas,Rota,5.0,2,2,1,2,0,Andalucía,Andalucía,No
1000070,14/08/2019,es,Dos Hermanas,Chipiona,15.0,3,5,1,5,0,Andalucía,Andalucía,No
829579,10/06/2018,es,Dos Hermanas,Cádiz,1.0,1,1,1,1,0,Andalucía,Andalucía,No
885142,10/06/2018,es,Dos Hermanas,Puerto Real,3.0,1,1,1,1,0,Andalucía,Andalucía,No
925331,10/06/2018,es,Dos Hermanas,El Ejido,3.0,2,1,1,1,0,Andalucía,Andalucía,No
921690,20/08/2018,es,Dos Hermanas,Tarifa,3.0,1,1,1,1,0,Andalucía,Andalucía,No
1000051,20/08/2018,es,Dos Hermanas,Chipiona,10.0,2,3,1,3,1,Andalucía,Andalucía,No
477031,10/06/2019,es,Dos Hermanas,Algeciras,8.0,1,3,1,3,0,Andalucía,Andalucía,No
663073,10/06/2019,es,Dos Hermanas,San Roque,6.0,1,3,1,2,0,Andalucía,Andalucía,No
1000072,20/08/2019,es,Dos Hermanas,Chipiona,1.0,1,1,1,1,0,Andalucía,Andalucía,No
871904,08/10/2018,es,Dos Hermanas,Huelva,3.0,1,2,1,2,1,Andalucía,Andalucía,No
456921,04/03/2019,es,Dos Hermanas,Jerez de la Frontera,14.0,1,5,1,4,1,Andalucía,Andalucía,No
477005,04/03/2019,es,Dos Hermanas,Algeciras,7.0,1,2,1,2,0,Andalucía,Andalucía,No
871910,04/03/2019,es,Dos Hermanas,Huelva,12.0,1,4,1,4,0,Andalucía,Andalucía,No
885154,04/03/2019,es,Dos Hermanas,Puerto Real,6.0,1,2,1,2,0,Andalucía,Andalucía,No
477064,07/10/2019,es,Dos Hermanas,Algeciras,10.0,1,3,1,3,0,Andalucía,Andalucía,No
566226,07/10/2019,es,Dos Hermanas,Málaga,3.0,1,1,1,1,1,Andalucía,Andalucía,No
868798,07/10/2019,es,Dos Hermanas,Armilla,1.0,1,1,1,1,0,Andalucía,Andalucía,No
294078,24/09/2018,es,Dos Hermanas,Granada,8.0,1,4,1,4,1,Andalucía,Andalucía,No
456898,09/10/2018,es,Dos Hermanas,Jerez de la Frontera,10.0,1,3,1,3,2,Andalucía,Andalucía,No
566154,09/10/2018,es,Dos Hermanas,Málaga,3.0,2,1,1,1,0,Andalucía,Andalucía,No
675268,09/10/2018,es,Dos Hermanas,Córdoba,3.0,2,1,1,1,0,Andalucía,Andalucía,No
294084,11/10/2018,es,Dos Hermanas,Granada,5.0,1,2,1,2,0,Andalucía,Andalucía,No
476980,11/10/2018,es,Dos Hermanas,Algeciras,2.0,2,1,1,1,0,Andalucía,Andalucía,No
566156,11/10/2018,es,Dos Hermanas,Málaga,3.0,1,2,1,2,0,Andalucía,Andalucía,No
675269,11/10/2018,es,Dos Hermanas,Córdoba,13.0,1,6,1,6,0,Andalucía,Andalucía,No
784519,11/10/2018,es,Dos Hermanas,Almería,2.0,2,1,1,1,0,Andalucía,Andalucía,No
892581,11/10/2018,es,Dos Hermanas,Fuengirola,3.0,1,1,1,1,0,Andalucía,Andalucía,No
938243,11/10/2018,es,Dos Hermanas,Estepona,3.0,3,1,1,1,0,Andalucía,Andalucía,No
976495,11/10/2018,es,Dos Hermanas,La Línea de la Concepción,2.0,2,1,1,1,0,Andalucía,Andalucía,No
767229,24/09/2019,es,Dos Hermanas,Vélez-Málaga,3.0,1,1,1,1,1,Andalucía,Andalucía,No
477065,09/10/2019,es,Dos Hermanas,Algeciras,9.0,1,3,1,2,0,Andalucía,Andalucía,No
829614,09/10/2019,es,Dos Hermanas,Cádiz,5.0,2,2,1,2,0,Andalucía,Andalucía,No
294146,11/10/2019,es,Dos Hermanas,Granada,3.0,1,1,1,1,0,Andalucía,Andalucía,No
456937,11/10/2019,es,Dos Hermanas,Jerez de la Frontera,5.0,1,3,1,3,0,Andalucía,Andalucía,No
477066,11/10/2019,es,Dos Hermanas,Algeciras,1.0,1,2,1,2,0,Andalucía,Andalucía,No
513258,11/10/2019,es,Dos Hermanas,El Puerto de Santa María,2.0,2,1,1,1,0,Andalucía,Andalucía,No
829615,11/10/2019,es,Dos Hermanas,Cádiz,12.0,2,5,1,5,0,Andalucía,Andalucía,No
931619,11/10/2019,es,Dos Hermanas,Manilva,1.0,1,1,1,1,0,Andalucía,Andalucía,No
974899,11/10/2019,es,Dos Hermanas,Conil de la Frontera,2.0,1,1,1,1,0,Andalucía,Andalucía,No
992982,11/10/2019,es,Dos Hermanas,Vejer de la Frontera,2.0,1,1,1,1,0,Andalucía,Andalucía,No
996116,11/10/2019,es,Dos Hermanas,Sanlúcar de Barrameda,5.0,1,2,1,2,0,Andalucía,Andalucía,No
294062,26/06/2018,es,Dos Hermanas,Granada,1.0,1,1,1,1,0,Andalucía,Andalucía,No
854195,26/06/2018,es,Dos Hermanas,Écija,2.0,1,1,1,1,0,Andalucía,Andalucía,Si
992969,16/07/2018,es,Dos Hermanas,Vejer de la Frontera,3.0,3,1,1,1,0,Andalucía,Andalucía,No
976508,26/06/2019,es,Dos Hermanas,La Línea de la Concepción,3.0,3,1,1,1,0,Andalucía,Andalucía,No
1011763,26/06/2019,es,Dos Hermanas,Los Barrios,1.0,1,1,1,1,0,Andalucía,Andalucía,No
294131,16/07/2019,es,Dos Hermanas,Granada,2.0,2,1,1,1,0,Andalucía,Andalucía,No
477040,16/07/2019,es,Dos Hermanas,Algeciras,4.0,1,4,1,4,1,Andalucía,Andalucía,No
947067,16/07/2019,es,Dos Hermanas,Barbate,3.0,3,2,1,2,0,Andalucía,Andalucía,No
992976,16/07/2019,es,Dos Hermanas,Vejer de la Frontera,4.0,2,1,1,1,0,Andalucía,Andalucía,No
294060,11/06/2018,es,Dos Hermanas,Granada,1.0,1,1,1,1,1,Andalucía,Andalucía,No
513237,11/06/2018,es,Dos Hermanas,El Puerto de Santa María,6.0,2,2,1,2,0,Andalucía,Andalucía,No
523537,11/06/2019,es,Dos Hermanas,Marbella,2.0,1,1,1,1,0,Andalucía,Andalucía,No
513259,15/10/2019,es,Dos Hermanas,El Puerto de Santa María,7.0,2,2,1,2,0,Andalucía,Andalucía,No
675314,15/10/2019,es,Dos Hermanas,Córdoba,3.0,1,1,1,1,0,Andalucía,Andalucía,No
897641,13/09/2018,es,Dos Hermanas,Ronda,6.0,2,2,1,2,0,Andalucía,Andalucía,No
523526,26/04/2019,es,Dos Hermanas,Marbella,3.0,3,3,2,3,0,Andalucía,Andalucía,No
566199,26/04/2019,es,Dos Hermanas,Málaga,4.0,2,2,1,2,0,Andalucía,Andalucía,No
829595,26/04/2019,es,Dos Hermanas,Cádiz,11.0,2,5,1,4,0,Andalucía,Andalucía,No
864668,26/04/2019,es,Dos Hermanas,Benalmádena,2.0,1,1,1,1,0,Andalucía,Andalucía,No
996108,26/04/2019,es,Dos Hermanas,Sanlúcar de Barrameda,3.0,1,2,1,2,0,Andalucía,Andalucía,No
477016,29/04/2019,es,Dos Hermanas,Algeciras,6.0,1,2,1,2,0,Andalucía,Andalucía,No
829596,29/04/2019,es,Dos Hermanas,Cádiz,3.0,1,1,1,1,0,Andalucía,Andalucía,No
294140,13/09/2019,es,Dos Hermanas,Granada,11.0,3,4,2,4,0,Andalucía,Andalucía,No
477056,13/09/2019,es,Dos Hermanas,Algeciras,17.0,2,6,1,6,0,Andalucía,Andalucía,No
523553,13/09/2019,es,Dos Hermanas,Marbella,4.0,2,2,1,2,0,Andalucía,Andalucía,No
809024,13/09/2019,es,Dos Hermanas,Torremolinos,6.0,1,2,1,2,0,Andalucía,Andalucía,No
854196,13/09/2019,es,Dos Hermanas,Écija,9.0,1,4,1,4,1,Andalucía,Andalucía,Si
991398,13/09/2019,es,Dos Hermanas,Osuna,4.0,1,1,1,1,0,Andalucía,Andalucía,Si
476973,28/08/2018,es,Dos Hermanas,Algeciras,2.0,1,1,1,1,0,Andalucía,Andalucía,No
404333,28/08/2019,es,Almonte,Sevilla,25.0,3,9,2,8,1,Andalucía,Andalucía,No
404049,01/01/2018,es,Almonte,Sevilla,44.0,3,16,1,14,0,Andalucía,Andalucía,No
404064,29/03/2018,es,Almonte,Sevilla,13.0,2,5,1,4,0,Andalucía,Andalucía,No
404065,30/03/2018,es,Almonte,Sevilla,14.0,2,7,1,5,1,Andalucía,Andalucía,No
404147,15/08/2018,es,Almonte,Sevilla,42.0,6,17,3,16,5,Andalucía,Andalucía,No
1004958,15/08/2018,es,Almonte,Benacazón,2.0,1,1,1,1,0,Andalucía,Andalucía,No
319536,12/10/2018,es,Almonte,Granada,2.0,1,1,1,1,0,Andalucía,Andalucía,No
404201,01/01/2019,es,Almonte,Sevilla,21.0,3,7,1,7,0,Andalucía,Andalucía,No
404225,01/05/2019,es,Almonte,Sevilla,50.0,20,23,7,21,0,Andalucía,Andalucía,No
404320,15/08/2019,es,Almonte,Sevilla,42.0,6,17,3,15,0,Andalucía,Andalucía,No
404363,12/10/2019,es,Almonte,Sevilla,25.0,7,10,3,9,1,Andalucía,Andalucía,No
404069,18/04/2018,es,Almonte,Sevilla,11.0,3,4,1,3,0,Andalucía,Andalucía,No
404083,31/05/2018,es,Almonte,Sevilla,23.0,4,13,2,11,0,Andalucía,Andalucía,No
404269,20/06/2019,es,Almonte,Sevilla,51.0,11,18,4,14,0,Andalucía,Andalucía,No
404104,26/06/2018,es,Almonte,Sevilla,15.0,3,9,2,7,0,Andalucía,Andalucía,No
404251,31/05/2019,es,Almonte,Sevilla,21.0,4,11,2,9,0,Andalucía,Andalucía,No
404170,08/09/2018,es,Almonte,Sevilla,22.0,4,10,2,10,0,Andalucía,Andalucía,No
404344,09/09/2019,es,Almonte,Sevilla,32.0,6,16,5,13,0,Andalucía,Andalucía,No
404228,04/05/2019,es,Almonte,Sevilla,22.0,10,9,3,7,0,Andalucía,Andalucía,No
404231,07/05/2019,es,Almonte,Sevilla,14.0,2,5,1,4,1,Andalucía,Andalucía,No
404342,07/09/2019,es,Almonte,Sevilla,48.0,7,18,4,17,1,Andalucía,Andalucía,No
404349,15/09/2019,es,Almonte,Sevilla,34.0,6,12,3,12,1,Andalucía,Andalucía,No
404212,16/03/2019,es,Almonte,Sevilla,19.0,13,8,6,8,1,Andalucía,Andalucía,No
404227,03/05/2019,es,Almonte,Sevilla,17.0,2,7,1,6,0,Andalucía,Andalucía,No
1002087,03/05/2019,es,Almonte,San Juan de Aznalfarache,4.0,1,1,1,1,0,Andalucía,Andalucía,No
404152,20/08/2018,es,Almonte,Sevilla,49.0,6,20,3,17,2,Andalucía,Andalucía,No
586633,20/08/2018,es,Almonte,Málaga,7.0,1,3,1,3,1,Andalucía,Andalucía,No
404170,08/09/2018,es,Almonte,Sevilla,22.0,4,10,2,10,0,Andalucía,Andalucía,No
404324,19/08/2019,es,Almonte,Sevilla,76.0,13,27,7,24,1,Andalucía,Andalucía,No
404344,09/09/2019,es,Almonte,Sevilla,32.0,6,16,5,13,0,Andalucía,Andalucía,No
404262,11/06/2019,es,Almonte,Sevilla,12.0,3,5,1,5,0,Andalucía,Andalucía,No
404170,08/09/2018,es,Almonte,Sevilla,22.0,4,10,2,10,0,Andalucía,Andalucía,No
404299,25/07/2019,es,Almonte,Sevilla,43.0,9,17,5,15,3,Andalucía,Andalucía,No
404343,08/09/2019,es,Almonte,Sevilla,51.0,11,19,5,18,0,Andalucía,Andalucía,No
687996,08/09/2019,es,Almonte,Córdoba,6.0,1,3,1,2,0,Andalucía,Andalucía,No
404083,31/05/2018,es,Almonte,Sevilla,23.0,4,13,2,11,0,Andalucía,Andalucía,No
404269,20/06/2019,es,Almonte,Sevilla,51.0,11,18,4,14,0,Andalucía,Andalucía,No
404227,03/05/2019,es,Almonte,Sevilla,17.0,2,7,1,6,0,Andalucía,Andalucía,No
1002087,03/05/2019,es,Almonte,San Juan de Aznalfarache,4.0,1,1,1,1,0,Andalucía,Andalucía,No
404103,25/06/2018,es,Almonte,Sevilla,21.0,7,10,3,8,1,Andalucía,Andalucía,No
404157,25/08/2018,es,Almonte,Sevilla,37.0,5,13,2,13,1,Andalucía,Andalucía,No
404273,24/06/2019,es,Almonte,Sevilla,20.0,4,9,1,7,2,Andalucía,Andalucía,No
998699,24/06/2019,es,Almonte,Gines,7.0,1,2,1,2,0,Andalucía,Andalucía,No
404329,24/08/2019,es,Almonte,Sevilla,58.0,7,22,5,20,3,Andalucía,Andalucía,No
404068,16/04/2018,es,Almonte,Sevilla,8.0,1,4,1,2,0,Andalucía,Andalucía,No
404106,28/06/2018,es,Almonte,Sevilla,23.0,2,8,1,8,2,Andalucía,Andalucía,No
404276,28/06/2019,es,Almonte,Sevilla,18.0,6,11,3,11,1,Andalucía,Andalucía,No
404104,26/06/2018,es,Almonte,Sevilla,15.0,3,9,2,7,0,Andalucía,Andalucía,No
404275,26/06/2019,es,Almonte,Sevilla,25.0,2,8,1,8,0,Andalucía,Andalucía,No
404103,25/06/2018,es,Almonte,Sevilla,21.0,7,10,3,8,1,Andalucía,Andalucía,No
404157,25/08/2018,es,Almonte,Sevilla,37.0,5,13,2,13,1,Andalucía,Andalucía,No
404273,24/06/2019,es,Almonte,Sevilla,20.0,4,9,1,7,2,Andalucía,Andalucía,No
998699,24/06/2019,es,Almonte,Gines,7.0,1,2,1,2,0,Andalucía,Andalucía,No
404329,24/08/2019,es,Almonte,Sevilla,58.0,7,22,5,20,3,Andalucía,Andalucía,No
404236,13/05/2019,es,Almonte,Sevilla,6.0,2,2,1,2,0,Andalucía,Andalucía,No
404319,14/08/2019,es,Almonte,Sevilla,41.0,9,15,5,14,1,Andalucía,Andalucía,No
687991,14/08/2019,es,Almonte,Córdoba,3.0,1,1,1,1,1,Andalucía,Andalucía,No
404091,10/06/2018,es,Almonte,Sevilla,24.0,7,10,3,10,4,Andalucía,Andalucía,No
404152,20/08/2018,es,Almonte,Sevilla,49.0,6,20,3,17,2,Andalucía,Andalucía,No
586633,20/08/2018,es,Almonte,Málaga,7.0,1,3,1,3,1,Andalucía,Andalucía,No
404261,10/06/2019,es,Almonte,Sevilla,70.0,8,28,5,27,5,Andalucía,Andalucía,No
463762,10/06/2019,es,Almonte,Jerez de la Frontera,10.0,2,6,2,5,1,Andalucía,Andalucía,No
528569,10/06/2019,es,Almonte,Marbella,3.0,1,1,1,1,0,Andalucía,Andalucía,No
835506,10/06/2019,es,Almonte,Cádiz,1.0,1,2,1,2,0,Andalucía,Andalucía,No
995917,10/06/2019,es,Almonte,Bormujos,1.0,1,1,1,1,0,Andalucía,Andalucía,No
1043155,10/06/2019,es,Almonte,Bollullos de la Mitación,3.0,1,2,1,1,0,Andalucía,Andalucía,No
319539,20/08/2019,es,Almonte,Granada,5.0,1,2,1,2,0,Andalucía,Andalucía,No
404325,20/08/2019,es,Almonte,Sevilla,102.0,12,46,10,36,5,Andalucía,Andalucía,No
687993,20/08/2019,es,Almonte,Córdoba,10.0,2,4,1,4,0,Andalucía,Andalucía,No
404181,24/09/2018,es,Almonte,Sevilla,11.0,2,7,1,5,0,Andalucía,Andalucía,No
404362,11/10/2019,es,Almonte,Sevilla,9.0,2,3,1,3,0,Andalucía,Andalucía,No
404104,26/06/2018,es,Almonte,Sevilla,15.0,3,9,2,7,0,Andalucía,Andalucía,No
404121,16/07/2018,es,Almonte,Sevilla,17.0,6,6,4,6,1,Andalucía,Andalucía,No
404275,26/06/2019,es,Almonte,Sevilla,25.0,2,8,1,8,0,Andalucía,Andalucía,No
404262,11/06/2019,es,Almonte,Sevilla,12.0,3,5,1,5,0,Andalucía,Andalucía,No
404174,13/09/2018,es,Almonte,Sevilla,18.0,1,8,1,7,0,Andalucía,Andalucía,No
404347,13/09/2019,es,Almonte,Sevilla,19.0,5,9,4,8,1,Andalucía,Andalucía,No
306440,28/08/2019,es,Málaga,Granada,170.0,48,75,24,72,2,Andalucía,Andalucía,No
389074,28/08/2019,es,Málaga,Sevilla,110.0,55,44,23,42,4,Andalucía,Andalucía,No
461250,28/08/2019,es,Málaga,Jerez de la Frontera,14.0,4,6,2,6,1,Andalucía,Andalucía,No
481520,28/08/2019,es,Málaga,Algeciras,76.0,11,36,9,35,4,Andalucía,Andalucía,No
515406,28/08/2019,es,Málaga,El Puerto de Santa María,9.0,5,4,3,4,0,Andalucía,Andalucía,No
526880,28/08/2019,es,Málaga,Marbella,128.0,8,92,18,37,4,Andalucía,Andalucía,Si
555449,28/08/2019,es,Málaga,San Fernando,4.0,3,2,2,2,1,Andalucía,Andalucía,No
657788,28/08/2019,es,Málaga,Jaén,36.0,12,20,8,19,1,Andalucía,Andalucía,No
664126,28/08/2019,es,Málaga,San Roque,36.0,10,18,7,13,4,Andalucía,Andalucía,No
681897,28/08/2019,es,Málaga,Córdoba,36.0,13,15,5,15,2,Andalucía,Andalucía,No
770236,28/08/2019,es,Málaga,Antequera,16.0,1,8,1,8,1,Andalucía,Andalucía,Si
781347,28/08/2019,es,Málaga,Úbeda,6.0,1,4,1,3,0,Andalucía,Andalucía,No
791022,28/08/2019,es,Málaga,Almería,50.0,10,24,6,21,4,Andalucía,Andalucía,No
833322,28/08/2019,es,Málaga,Cádiz,14.0,5,6,3,6,0,Andalucía,Andalucía,No
861981,28/08/2019,es,Málaga,Linares,8.0,2,3,1,3,0,Andalucía,Andalucía,No
874375,28/08/2019,es,Málaga,Huelva,8.0,3,5,3,5,1,Andalucía,Andalucía,No
886574,28/08/2019,es,Málaga,Puerto Real,2.0,1,1,1,1,0,Andalucía,Andalucía,No
898996,28/08/2019,es,Málaga,Ronda,19.0,2,6,2,6,0,Andalucía,Andalucía,Si
911075,28/08/2019,es,Málaga,Roquetas de Mar,33.0,12,13,9,11,0,Andalucía,Andalucía,No
923342,28/08/2019,es,Málaga,Tarifa,24.0,9,9,3,9,1,Andalucía,Andalucía,No
927061,28/08/2019,es,Málaga,El Ejido,8.0,4,6,3,6,0,Andalucía,Andalucía,No
930804,28/08/2019,es,Málaga,Baza,9.0,2,4,1,4,0,Andalucía,Andalucía,No
932001,28/08/2019,es,Málaga,Manilva,5.0,1,2,1,2,0,Andalucía,Andalucía,Si
940191,28/08/2019,es,Málaga,Estepona,52.0,5,23,5,21,3,Andalucía,Andalucía,Si
950923,28/08/2019,es,Málaga,Lucena,26.0,3,9,2,9,0,Andalucía,Andalucía,No
967609,28/08/2019,es,Málaga,Torre del Campo,3.0,2,1,1,1,1,Andalucía,Andalucía,No
969714,28/08/2019,es,Málaga,Motril,16.0,3,6,2,5,1,Andalucía,Andalucía,No
972312,28/08/2019,es,Málaga,Nerja,13.0,2,5,1,5,1,Andalucía,Andalucía,Si
974377,28/08/2019,es,Málaga,Adra,2.0,2,1,1,1,0,Andalucía,Andalucía,No
978348,28/08/2019,es,Málaga,La Línea de la Concepción,27.0,2,11,1,10,0,Andalucía,Andalucía,No
991836,28/08/2019,es,Málaga,Osuna,11.0,1,6,1,6,0,Andalucía,Andalucía,No
994127,28/08/2019,es,Málaga,Albolote,2.0,1,1,1,1,0,Andalucía,Andalucía,No
999727,28/08/2019,es,Málaga,Aguilar de la Frontera,2.0,1,1,1,1,0,Andalucía,Andalucía,No
1000833,28/08/2019,es,Málaga,San Juan del Puerto,1.0,1,1,1,1,0,Andalucía,Andalucía,No
1006566,28/08/2019,es,Málaga,Santa Fe,4.0,1,1,1,1,0,Andalucía,Andalucía,No
1014390,28/08/2019,es,Málaga,Olvera,4.0,1,1,1,1,0,Andalucía,Andalucía,No
305775,01/11/2017,es,Málaga,Granada,157.0,48,71,25,67,0,Andalucía,Andalucía,No
388409,01/11/2017,es,Málaga,Sevilla,129.0,40,51,19,46,0,Andalucía,Andalucía,No
480855,01/11/2017,es,Málaga,Algeciras,86.0,24,34,11,29,0,Andalucía,Andalucía,No
526309,01/11/2017,es,Málaga,Marbella,50.0,5,42,8,19,1,Andalucía,Andalucía,Si
657126,01/11/2017,es,Málaga,Jaén,42.0,2,20,2,19,0,Andalucía,Andalucía,No
681232,01/11/2017,es,Málaga,Córdoba,56.0,19,23,11,23,0,Andalucía,Andalucía,No
781013,01/11/2017,es,Málaga,Úbeda,2.0,1,1,1,1,0,Andalucía,Andalucía,No
790357,01/11/2017,es,Málaga,Almería,28.0,17,10,7,10,0,Andalucía,Andalucía,No
798113,01/11/2017,es,Málaga,Bailén,7.0,1,4,1,4,0,Andalucía,Andalucía,No
832665,01/11/2017,es,Málaga,Cádiz,8.0,4,3,2,3,0,Andalucía,Andalucía,No
861545,01/11/2017,es,Málaga,Linares,6.0,6,3,3,3,0,Andalucía,Andalucía,No
873844,01/11/2017,es,Málaga,Huelva,6.0,3,3,1,3,0,Andalucía,Andalucía,No
898363,01/11/2017,es,Málaga,Ronda,14.0,5,5,3,5,0,Andalucía,Andalucía,Si
901675,01/11/2017,es,Málaga,Pozoblanco,1.0,1,1,1,1,0,Andalucía,Andalucía,No
910529,01/11/2017,es,Málaga,Roquetas de Mar,7.0,7,3,3,3,0,Andalucía,Andalucía,No
922801,01/11/2017,es,Málaga,Tarifa,16.0,1,5,1,4,0,Andalucía,Andalucía,No
939542,01/11/2017,es,Málaga,Estepona,27.0,5,12,4,12,1,Andalucía,Andalucía,Si
950371,01/11/2017,es,Málaga,Lucena,9.0,2,5,1,5,0,Andalucía,Andalucía,No
969184,01/11/2017,es,Málaga,Motril,10.0,1,3,1,2,0,Andalucía,Andalucía,No
977699,01/11/2017,es,Málaga,La Línea de la Concepción,11.0,5,5,4,5,0,Andalucía,Andalucía,No
1013105,01/11/2017,es,Málaga,Puente Genil,3.0,1,1,1,1,0,Andalucía,Andalucía,No
305810,06/12/2017,es,Málaga,Granada,232.0,70,103,37,98,3,Andalucía,Andalucía,No
